  File "/home/ubuntu/Desktop/meiduo_mall_project/meiduo_mall/meiduo_mall/apps/verifications/views.py", line 80, in get
    __business_id = uuid.uuid1()
AttributeError: 'str' object has no attribute 'uuid1'
ERROR 2020-04-23 04:16:14,314 basehttp 154 "GET /sms_codes/18017163025/?image_code=GVID&image_code_id=58d882aa-af11-4ae9-aa9c-48a691974ff9 HTTP/1.1" 500 83620
INFO 2020-04-23 04:23:55,982 autoreload 217 /home/ubuntu/Desktop/meiduo_mall_project/meiduo_mall/meiduo_mall/apps/verifications/views.py changed, reloading.
INFO 2020-04-23 04:23:57,059 autoreload 597 Watching for file changes with StatReloader
INFO 2020-04-23 04:32:53,187 autoreload 597 Watching for file changes with StatReloader
INFO 2020-04-23 04:32:56,884 basehttp 154 "GET /image_codes/e5bdeeb5-9d62-4d1c-97b1-c17df96ea2c8/ HTTP/1.1" 200 3120
WARNING 2020-04-23 04:33:02,654 log 228 Not Found: /mobiles/18017163025/count/
WARNING 2020-04-23 04:33:02,655 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2793
WARNING 2020-04-23 04:33:07,757 log 228 Not Found: /mobiles/18017163025/count/
WARNING 2020-04-23 04:33:07,760 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2793
INFO 2020-04-23 04:33:07,760 views 68 903112
INFO 2020-04-23 04:33:08,203 basehttp 154 "GET /sms_codes/18017163025/?image_code=dbhp&image_code_id=e5bdeeb5-9d62-4d1c-97b1-c17df96ea2c8 HTTP/1.1" 200 61
INFO 2020-04-23 05:42:44,348 autoreload 217 /home/ubuntu/Desktop/meiduo_mall_project/meiduo_mall/meiduo_mall/apps/verifications/views.py changed, reloading.
INFO 2020-04-23 05:42:45,035 autoreload 597 Watching for file changes with StatReloader
INFO 2020-04-23 05:48:02,683 autoreload 217 /home/ubuntu/Desktop/meiduo_mall_project/meiduo_mall/celery_tasks/sms/tasks.py changed, reloading.
INFO 2020-04-23 05:48:03,246 autoreload 597 Watching for file changes with StatReloader
INFO 2020-04-23 05:49:12,021 autoreload 217 /home/ubuntu/Desktop/meiduo_mall_project/meiduo_mall/celery_tasks/sms/tasks.py changed, reloading.
INFO 2020-04-23 05:49:12,615 autoreload 597 Watching for file changes with StatReloader
INFO 2020-04-23 05:50:20,077 autoreload 597 Watching for file changes with StatReloader
INFO 2020-04-23 05:50:56,449 autoreload 597 Watching for file changes with StatReloader
INFO 2020-04-23 05:51:47,687 basehttp 154 "GET /image_codes/9f55920c-54bd-44e5-89eb-f1ba8da26a56/ HTTP/1.1" 200 3667
WARNING 2020-04-23 05:51:53,775 log 228 Not Found: /mobiles/18017163025/count/
WARNING 2020-04-23 05:51:53,776 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2793
WARNING 2020-04-23 05:51:58,814 log 228 Not Found: /mobiles/18017163025/count/
INFO 2020-04-23 05:51:58,815 views 69 039945
WARNING 2020-04-23 05:51:58,815 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2793
INFO 2020-04-23 05:51:58,943 basehttp 154 "GET /sms_codes/18017163025/?image_code=qmnz&image_code_id=9f55920c-54bd-44e5-89eb-f1ba8da26a56 HTTP/1.1" 200 61
INFO 2020-04-23 06:06:28,107 autoreload 597 Watching for file changes with StatReloader
INFO 2020-04-23 06:06:34,323 basehttp 154 "GET /image_codes/c6a7cfe4-d4bc-4dcc-8e8e-b02d8e086538/ HTTP/1.1" 200 3712
WARNING 2020-04-23 06:06:40,586 log 228 Not Found: /mobiles/18017163025/count/
WARNING 2020-04-23 06:06:40,587 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2793
WARNING 2020-04-23 06:06:45,687 log 228 Not Found: /mobiles/18017163025/count/
INFO 2020-04-23 06:06:45,690 views 69 832379
WARNING 2020-04-23 06:06:45,690 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2793
INFO 2020-04-23 06:06:45,818 basehttp 154 "GET /sms_codes/18017163025/?image_code=dgxc&image_code_id=c6a7cfe4-d4bc-4dcc-8e8e-b02d8e086538 HTTP/1.1" 200 61
INFO 2020-04-23 06:07:28,404 basehttp 154 "GET /image_codes/8eea503e-764b-4820-8487-cbf3dcfb80ff/ HTTP/1.1" 200 3350
WARNING 2020-04-23 06:07:35,859 log 228 Not Found: /mobiles/18017163025/count/
WARNING 2020-04-23 06:07:35,860 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2793
WARNING 2020-04-23 06:07:40,755 log 228 Not Found: /mobiles/18017163025/count/
INFO 2020-04-23 06:07:40,757 basehttp 154 "GET /sms_codes/18017163025/?image_code=pxvc&image_code_id=8eea503e-764b-4820-8487-cbf3dcfb80ff HTTP/1.1" 200 75
WARNING 2020-04-23 06:07:40,759 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2793
INFO 2020-04-23 06:08:29,061 basehttp 154 "GET /image_codes/d06c7562-309d-4e42-a8ea-0fa0386daf28/ HTTP/1.1" 200 3014
WARNING 2020-04-23 06:08:36,460 log 228 Not Found: /mobiles/18017163025/count/
WARNING 2020-04-23 06:08:36,461 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2793
INFO 2020-04-23 06:08:36,530 basehttp 154 "GET /image_codes/4ff10537-9c7b-4356-8aa5-b3e2d8918631/ HTTP/1.1" 200 2932
WARNING 2020-04-23 06:08:55,436 log 228 Not Found: /mobiles/18017163025/count/
WARNING 2020-04-23 06:08:55,437 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2793
INFO 2020-04-23 06:08:55,438 views 69 950667
INFO 2020-04-23 06:08:55,442 basehttp 154 "GET /sms_codes/18017163025/?image_code=bdcj&image_code_id=4ff10537-9c7b-4356-8aa5-b3e2d8918631 HTTP/1.1" 200 61
INFO 2020-04-24 13:16:43,749 autoreload 597 Watching for file changes with StatReloader
WARNING 2020-04-24 13:17:05,870 log 228 Not Found: /carts/simple/
WARNING 2020-04-24 13:17:05,872 basehttp 154 "GET /carts/simple/ HTTP/1.1" 404 2911
INFO 2020-04-24 13:17:10,715 basehttp 154 "GET /image_codes/da434efb-d048-41ee-ad8f-ffdd16329f3b/ HTTP/1.1" 200 3065
WARNING 2020-04-24 13:17:13,638 log 228 Not Found: /usernames/liutingpeng/count/
WARNING 2020-04-24 13:17:13,639 basehttp 154 "GET /usernames/liutingpeng/count/ HTTP/1.1" 404 2956
WARNING 2020-04-24 13:17:25,226 log 228 Not Found: /mobiles/18017163025/count/
WARNING 2020-04-24 13:17:25,228 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2950
WARNING 2020-04-24 13:17:34,222 log 228 Not Found: /mobiles/18017163025/count/
WARNING 2020-04-24 13:17:34,222 basehttp 154 "GET /mobiles/18017163025/count/ HTTP/1.1" 404 2950
INFO 2020-04-24 13:17:34,223 basehttp 154 "GET /sms_codes/18017163025/?image_code=qbr5&image_code_id=da434efb-d048-41ee-ad8f-ffdd16329f3b HTTP/1.1" 200 81
